budget,genres,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title
200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",en,A Christmas Carol,39.744242,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-11-04,325233863,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Christmas Carol
176000003,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,Jupiter Ascending,85.36908,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-04,183987723,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Jupiter Ascending
180000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,The Legend of Tarzan,42.741719,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-29,356743061,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Legend of Tarzan
180000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",67.391328,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-12-07,748806957,143.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
178000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",en,X-Men: Apocalypse,139.272042,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-18,543934787,144.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,X-Men: Apocalypse
185000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,The Dark Knight,187.322927,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-16,1004558444,152.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,The Dark Knight
175000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",en,Up,92.201962,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-05-13,735099082,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Up
175000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Monsters vs Aliens,36.167578,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-03-19,381509870,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Monsters vs Aliens
140000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",en,Iron Man,120.725053,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-04-30,585174222,126.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Released,Iron Man
170000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",en,Hugo,32.319043,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-11-22,185770160,126.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hugo
170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 37, ""name"": ""Western""}]",en,Wild Wild West,40.748915,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-06-29,222104681,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Wild Wild West
145000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",en,The Mummy: Tomb of the Dragon Emperor,60.034162,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-01,401128639,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""sa"", ""name"": """"}]",Released,The Mummy: Tomb of the Dragon Emperor
175000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Suicide Squad,90.23792,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-08-02,745000000,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Suicide Squad
175000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,Evan Almighty,27.082182,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-09,173000000,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evan Almighty
178000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Edge of Tomorrow,79.456485,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-27,370541256,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Edge of Tomorrow
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",en,Waterworld,44.640292,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-07-28,264218220,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Waterworld
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,G.I. Joe: The Rise of Cobra,32.852443,"[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-04,302469017,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""gd"", ""name"": """"}]",Released,G.I. Joe: The Rise of Cobra
175000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,Inside Out,128.655964,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-09,857611174,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Inside Out
175000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",en,The Jungle Book,94.199316,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-04-07,966550600,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Jungle Book
200000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Iron Man 2,77.300194,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-04-28,623933331,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Iron Man 2
170000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",en,Snow White and the Huntsman,77.178973,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-05-30,396600000,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Snow White and the Huntsman
180000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",en,Maleficent,110.620647,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-28,758539785,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Maleficent
170000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,Dawn of the Planet of the Apes,243.791743,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-26,710644566,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dawn of the Planet of the Apes
175000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",en,47 Ronin,41.796339,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-12-06,150962475,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,47 Ronin
170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Captain America: The Winter Soldier,72.225265,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-20,714766572,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Captain America: The Winter Soldier
165000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,Shrek Forever After,44.041186,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-16,752600867,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Shrek Forever After
190000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Tomorrowland,130.311355,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-05-19,209154322,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tomorrowland
165000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",en,Big Hero 6,203.73459,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-24,652105443,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Big Hero 6
165000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",en,Wreck-It Ralph,62.341073,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-01,471222889,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Wreck-It Ralph
165000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,The Polar Express,47.323228,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-11-10,305875730,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Polar Express
165000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Independence Day: Resurgence,48.775723,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-22,389681935,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Independence Day: Resurgence
165000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,How to Train Your Dragon,67.263269,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-03-05,494878759,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How to Train Your Dragon
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Terminator 3: Rise of the Machines,69.405188,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-07-02,435000000,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Terminator 3: Rise of the Machines
170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",en,Guardians of the Galaxy,481.098624,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-07-30,773328629,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Guardians of the Galaxy
165000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Interstellar,724.247784,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-11-05,675120017,169.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Interstellar
160000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",en,Inception,167.58371,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-14,825532764,148.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Inception
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",ja,シン・ゴジラ,9.476999,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",2016-07-29,77000000,120.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Shin Godzilla
250000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",en,The Hobbit: An Unexpected Journey,108.849621,"[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-26,1021103568,169.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Hobbit: An Unexpected Journey
38000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,The Fast and the Furious,6.909942,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-06-22,207283925,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Fast and the Furious
150000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",en,The Curious Case of Benjamin Button,60.269279,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-11-24,333932083,166.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Curious Case of Benjamin Button
160000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",en,X-Men: First Class,3.195174,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-24,353624124,132.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,X-Men: First Class
160000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,The Hunger Games: Mockingjay - Part 2,127.284427,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-18,653428261,137.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Hunger Games: Mockingjay - Part 2
150000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",en,The Sorcerer's Apprentice,35.580815,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-13,215283742,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Sorcerer's Apprentice
160000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,Poseidon,21.133748,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-05-12,181674817,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Poseidon
170000000,"[{""id"": 14, ""name"": ""Fantasy""}]",en,Alice Through the Looking Glass,56.268916,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-25,299370084,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Alice Through the Looking Glass
160000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,Shrek the Third,42.986467,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-05-17,798958165,93.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Shrek the Third
160000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",en,Warcraft,63.148529,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-25,433677183,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Warcraft
155000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",en,Terminator Genisys,202.042635,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-23,440603537,126.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Terminator Genisys
